id1	id2	reg	chr1	loc1	chr2	loc2
YDR207C	YLL012W	binding enriched	4	866267	12	126394
YER159C	YLR266C	binding enriched	5	491744	12	676671
YKR099W	YDR098C-A	-	11	637068	4	650465
YIL036W	YLR205C	-	9	286547	12	553200
YIL101C	YOR312C	binding enriched	9	176278	15	900722
YGL166W	YER150W	-	7	191467	5	468593
YOR174W	YJL089W	binding enriched	15	659174	10	267170
YPR052C	YNL308C	binding enriched	16	665833	14	55009
YDL005C	YDL081C	binding enriched	4	441661	4	309962
YDR207C	YJL078C	binding enriched	4	866267	10	292658
YJL056C	YGR088W	?	10	331752	7	655478
YIL101C	YHR098C	binding enriched	9	176278	8	300539
YBR049C	YLR390W-A	binding enriched	2	335602	12	904082
YIR018W	YBR031W	binding enriched	9	384977	2	300710
YLR223C	YPL198W	bound	12	583861	16	173927
YDR259C	YDR202C	binding enriched	4	975206	4	857425
YJL127C	YIL066C	?	10	183259	9	239403
YDR392W	YPL137C	binding enriched	4	1259202	16	294732
YER161C	YML107C	-	5	499847	13	55767
YDR259C	YBL004W	binding enriched	4	975206	2	231376
YIL101C	YPR103W	binding enriched	9	176278	16	732780
YIL131C	YNL213C	binding enriched	9	101508	14	246782
YDR463W	YLR246W	binding enriched	4	1387595	12	627657
YDR463W	YGR134W	binding enriched	4	1387595	7	759454
YIL101C	YAL064W-B	binding enriched	9	176278	1	12236
YLR403W	YOL066C	?	12	926593	15	203583
YOL148C	YGR124W	+	15	46667	7	740803
YER159C	YGL184C	binding enriched	5	491744	7	155313
YGR252W	YOR120W	binding enriched	7	997528	15	551583
YDR423C	YPR169W	-	4	1318660	16	879429
YOL148C	YGR094W	+	15	46667	7	673843
YPR086W	YHR104W	binding enriched	16	710619	8	323900
YNL236W	YOL158C	+	14	208392	15	20401
YLR403W	YGL070C	?	12	926593	7	374643
YOL004W	YMR316W	+	15	319243	13	905330
YNL103W	YJR138W	?	14	428744	10	686944
YJL127C	YGL152C	?	10	183259	7	217030
YDR392W	YNL054W-B	+	4	1259202	14	522081
YIL101C	YJR140C	binding enriched	9	176278	10	693223
YPR133C	YDL180W	binding enriched	16	796594	4	136717
YDR259C	YER168C	binding enriched	4	975206	5	521849
YOR174W	YNL116W	binding enriched	15	659174	14	409125
YDL170W	YKR015C	binding enriched	4	157111	11	467814
YNL216W	YPR052C	+	14	242930	16	665833
YCR084C	YHR137W	+	3	261381	8	376479
YML007W	YGR214W	binding enriched	13	254824	7	921181
YDR448W	YGR146C-A	binding enriched	4	1356717	7	785356
YBR049C	YGL086W	binding enriched	2	335602	7	348243
YLR176C	YBR275C	binding enriched	12	509014	2	754231
YDR207C	YLR131C	binding enriched	4	866267	12	405666
YNL103W	YLR081W	?	14	428744	12	291074
YGL035C	YMR173W	+	7	432305	13	609335
YJL127C	YKR012C	-	10	183259	11	463927
YDL170W	YDR243C	binding enriched	4	157111	4	949401
YNL236W	YAL012W	+	14	208392	1	131391
YOR174W	YHR083W	binding enriched	15	659174	8	273121
YOL051W	YDL133C-A	-	15	236562	4	221762
YNL216W	YGL103W	+	14	242930	7	311447
YOR174W	YBR173C	binding enriched	15	659174	2	581949
YER159C	YLR257W	binding enriched	5	491744	12	659308
YKL112W	YNL072W	-	11	227667	14	490778
YGL244W	YML133C	+	7	42336	13	2572
YNL216W	YOR112W	binding enriched	14	242930	15	532650
YLR403W	YGL193C	-	12	926593	7	142071
YER161C	YLR162W-A	-	5	499847	12	490500
YEL009C	YLR339C	?	5	139340	12	806059
YGL073W	YLR286C	+	7	370003	12	709292
YLR055C	YIL015W	binding enriched	12	252176	9	323223
YDR207C	YDR194C	binding enriched	4	866267	4	846949
YKL015W	YLR042C	binding enriched	11	410013	12	230208
YLR403W	YOL010W	+	12	926593	15	308489
YIL036W	YLR029C	+	9	286547	12	202283
YOR174W	YPL256C	binding enriched	15	659174	16	65795
YLR176C	YNL291C	binding enriched	12	509014	14	84992
YDL170W	YGL252C	binding enriched	4	157111	7	26601
YOR028C	YHR005C-A	-	15	383976	8	115760
YEL009C	YLR377C	?	5	139340	12	874269
YMR182C	YLR120C	-	13	624849	12	387365
YOR174W	YMR028W	binding enriched	15	659174	13	328032
YLR131C	YKL096W	-	12	405666	11	261491
YMR037C	YIL123W	binding enriched	13	345460	9	128866
YBR049C	YJR070C	+	2	335602	10	570109
YIR018W	YER111C	?	9	384977	5	384235
YPR104C	YDR502C	binding enriched	16	735028	4	1453887
YBR081C	YLR120C	binding enriched	2	403252	12	387365
YDR392W	YGR065C	binding enriched	4	1259202	7	618967
YDL106C	YOL143C	+	4	271061	15	54849
YLR403W	YPR184W	?	12	926593	16	904349
YOR174W	YKL018W	binding enriched	15	659174	11	404596
YGL071W	YBR230C	+	7	373048	2	679799
YBR049C	YDR365W-A	-	2	335602	4	1207658
YDR207C	YIR033W	-	4	866267	9	417794
YDL020C	YGL033W	+	4	415910	7	436013
YNL216W	YDR326C	-	14	242930	4	1122767
YOL004W	YGR260W	+	15	319243	7	1013287
YJL127C	YML045W	-	10	183259	13	187095
YDR259C	YPL222W	binding enriched	4	975206	16	131195
YDR392W	YER088C	binding enriched	4	1259202	5	334182
YDL005C	YAL054C	binding enriched	4	441661	1	43951
YDR423C	YOR036W	-	4	1318660	15	400781
YOR380W	YML107C	-	15	1052110	13	55767
YLR182W	YNL300W	+	12	519145	14	65898
YIL101C	YDR444W	binding enriched	9	176278	4	1351321
YLR071C	YOR036W	binding enriched	12	277002	15	400781
YDR259C	YLR381W	binding enriched	4	975206	12	880823
YBR083W	YLR332W	+	2	409899	12	791241
YPL254W	YNL332W	-	16	70218	14	15343
YLR223C	YLR406C-A	bound	12	583861	12	932280
YNL216W	YOL059W	+	14	242930	15	217787
YMR037C	YJL052C-A	binding enriched	13	345460	10	337943
YLR403W	YCL040W	+	12	926593	3	51589
YGR116W	YMR032W	binding enriched	7	722586	13	336302
YBR049C	YOR108W	binding enriched	2	335602	15	523934
YOR174W	YBR244W	binding enriched	15	659174	2	707772
YBR081C	YDR050C	binding enriched	2	403252	4	556099
YDL005C	YLR237W	binding enriched	4	441661	12	613265
YIR018W	YML129C	?	9	384977	13	14647
YIL101C	YHR147C	binding enriched	9	176278	8	392961
YPL075W	YBR039W	-	16	413808	2	316042
YOL148C	YDL081C	+	15	46667	4	309962
YER159C	YDR041W	binding enriched	5	491744	4	540108
YDR253C	YBL093C	bound	4	964277	2	44587
YPR133C	YLR176C	binding enriched	16	796594	12	509014
YIR018W	YLR004C	binding enriched	9	384977	12	158719
YPR086W	YDL066W	binding enriched	16	710619	4	335478
YLR403W	YPR144C	?	12	926593	16	820594
YBR049C	YOR220W	binding enriched	2	335602	15	755726
YOR174W	YBR029C	binding enriched	15	659174	2	297055
YPL075W	YBR109C	+	16	413808	2	458140
YLR418C	YNR044W	+	12	957504	14	704787
YDR253C	YMR195W	bound	4	964277	13	654225
YNL068C	YBR068C	binding enriched	14	496995	2	374775
YLR176C	YJL045W	binding enriched	12	509014	10	356976
YJL127C	YDR018C	?	10	183259	4	483265
YHR206W	YOL126C	binding enriched	8	513666	15	82353
YDL005C	YER021W	binding enriched	4	441661	5	197733
YMR037C	YCL014W	binding enriched	13	345460	3	98736
YDL005C	YMR056C	binding enriched	4	441661	13	387779
YPR104C	YOR145C	binding enriched	16	735028	15	605759
YDR259C	YCR097W	binding enriched	4	975206	3	294078
YNL216W	YKL058W	+	14	242930	11	330350
YLR176C	YDL031W	binding enriched	12	509014	4	395710
YGL073W	YOL014W	+	7	370003	15	299880
YOR174W	YDR309C	binding enriched	15	659174	4	1079623
YJL127C	YMR269W	?	10	183259	13	804773
YNL216W	YFR018C	binding enriched	14	242930	6	183676
YKR099W	YDR399W	+	11	637068	4	1270400
YNL236W	YBR009C	-	14	208392	2	255528
YLR403W	YHR009C	?	12	926593	8	124894
YBR279W	YPR088C	binding enriched	2	761925	16	712215
YEL009C	YOR285W	?	5	139340	15	849844
YJR140C	YEL039C	+	10	693223	5	79806
YDL170W	YGR017W	binding enriched	4	157111	7	524233
YCR084C	YMR032W	binding enriched	3	261381	13	336302
YDL170W	YBL071C-B	binding enriched	4	157111	2	89507
YER040W	YPR035W	+	5	230891	16	642764
YDR392W	YDR232W	binding enriched	4	1259202	4	928275
YIL101C	YLR242C	binding enriched	9	176278	12	623400
YKR099W	YHR214C-C	-	11	637068	8	548628
YBR049C	YKR076W	binding enriched	2	335602	11	582839
YNL216W	YJL096W	binding enriched	14	242930	10	246732
YDR443C	YOR034C	+	4	1347807	15	395961
YDL005C	YGR244C	binding enriched	4	441661	7	978677
YJL127C	YNL069C	+	10	183259	14	494478
YNL216W	YDR316W-B	-	14	242930	4	1098698
YFL021W	YOR382W	+	6	96732	15	1059761
YJR127C	YOR222W	binding enriched	10	660988	15	758791
YOR110W	YBR079C	binding enriched	15	529594	2	396830
YDL005C	YDL079C	binding enriched	4	441661	4	313849
YNL236W	YLR060W	+	14	208392	12	261872
YNL216W	YBR201W	binding enriched	14	242930	2	623893
YBR279W	YNL313C	binding enriched	2	761925	14	46665
YDR463W	YMR128W	binding enriched	4	1387595	13	525597
YGL073W	YBL092W	+	7	370003	2	46174
YJR127C	YJR009C	binding enriched	10	660988	10	454182
YJL127C	YHR162W	+	10	183259	8	423266
YLR403W	YDR309C	-	12	926593	4	1079623
YLR071C	YGR110W	binding enriched	12	277002	7	714377
YNL216W	YLR185W	+	14	242930	12	522975
YJL127C	YFL014W	-	10	183259	6	107420
YPL075W	YHR005C-A	+	16	413808	8	115760
YIL131C	YMR114C	binding enriched	9	101508	13	496896
YER111C	YER187W	binding enriched	5	384235	5	566442
YNL068C	YDL049C	binding enriched	14	496995	4	365471
YJL127C	YBR194W	?	10	183259	2	610223
YJL127C	YOR028C	?	10	183259	15	383976
YMR070W	YOR010C	-	13	409890	15	346572
YGR252W	YMR146C	binding enriched	7	997528	13	558002
YPR086W	YOR374W	binding enriched	16	710619	15	1040619
YDR259C	YDR072C	binding enriched	4	975206	4	590552
YOR110W	YFL039C	binding enriched	15	529594	6	53978
YDR463W	YOR383C	-	4	1387595	15	1060748
YJL127C	YBR129C	+	10	183259	2	494846
YOR174W	YKL133C	binding enriched	15	659174	11	192374
YBR049C	YOR076C	binding enriched	2	335602	15	470498
YPL042C	YKL083W	-	16	473873	11	281228
YIR018W	YPL244C	binding enriched	9	384977	16	87523
YBR049C	YGR288W	binding enriched	2	335602	7	1071003
YIL101C	YLR239C	binding enriched	9	176278	12	616825
YHR058C	YGL172W	binding enriched	8	219440	7	181409
YOR110W	YOR149C	binding enriched	15	529594	15	610613
YJL127C	YLR359W	+	10	183259	12	845006
YGL073W	YLR340W	+	7	370003	12	806356
YDR259C	YPR029C	binding enriched	4	975206	16	625718
YDR463W	YER115C	binding enriched	4	1387595	5	394579
YIL101C	YGR268C	binding enriched	9	176278	7	1026355
YJR127C	YGR251W	binding enriched	10	660988	7	995934
YMR070W	YOL150C	+	13	409890	15	44628
YLR403W	YBR078W	?	12	926593	2	393932
YLR223C	YMR242W-A	bound	12	583861	13	754341
YDR392W	YMR051C	+	4	1259202	13	377664
YGR116W	YLR220W	binding enriched	7	722586	12	577309
YGR252W	YNL133C	binding enriched	7	997528	14	374431
YMR016C	YHR179W	+	13	304414	8	463103
YIL131C	YAL034C	binding enriched	9	101508	1	81330
YGR252W	YPL247C	binding enriched	7	997528	16	83410
YPL075W	YLR397C	+	16	413808	12	913721
YDR259C	YPL264C	binding enriched	4	975206	16	43813
YOR110W	YHR072W-A	binding enriched	15	529594	8	241752
YLR176C	YBR107C	binding enriched	12	509014	2	454161
YJL127C	YDR020C	?	10	183259	4	486095
YMR037C	YDR110W	binding enriched	13	345460	4	676952
YML099C	YLL009C	-	13	75719	12	131309
YNL216W	YKL006C-A	binding enriched	14	242930	11	430415
YIL101C	YMR047C	binding enriched	9	176278	13	365034
YMR037C	YLR152C	binding enriched	13	345460	12	443823
YIL101C	YDL164C	binding enriched	9	176278	4	166120
YIL101C	YDL125C	binding enriched	9	176278	4	239312
YDR463W	YJL174W	binding enriched	4	1387595	10	95507
YPL075W	YKL032C	+	16	413808	11	380961
YPR104C	YLR056W	binding enriched	16	735028	12	254409
YLR403W	YGR283C	-	12	926593	7	1059527
YOR174W	YDR438W	binding enriched	15	659174	4	1338830
YER040W	YOL060C	binding enriched	5	230891	15	215077
YBR081C	YHR161C	binding enriched	2	403252	8	421329
YIR018W	YGL226W	?	9	384977	7	73525
YGR116W	YDR035W	binding enriched	7	722586	4	522372
YML007W	YHR116W	binding enriched	13	254824	8	341892
YJL127C	YPR069C	?	10	183259	16	684996
YPR086W	YDR043C	binding enriched	16	710619	4	543021
YNL216W	YNL311C	binding enriched	14	242930	14	50542
YMR037C	YNL177C	binding enriched	13	345460	14	304150
YDL005C	YGL185C	binding enriched	4	441661	7	153736
YDR207C	YIR018W	binding enriched	4	866267	9	384977
YDR259C	YLR414C	binding enriched	4	975206	12	953748
YDR207C	YHR014W	-	4	866267	8	132484
YDL170W	YAL031C	binding enriched	4	157111	1	85890
YPR133C	YLR260W	binding enriched	16	796594	12	666875
YIL036W	YBR118W	+	9	286547	2	478359
YLR055C	YPR139C	binding enriched	12	252176	16	813607
YGR252W	YAR019C	binding enriched	7	997528	1	173673
YDR253C	YBR117C	bound	4	964277	2	475414
YMR182C	YNL160W	-	13	624849	14	337077
YIL101C	YGR183C	binding enriched	9	176278	7	859269
YDR392W	YDL145C	binding enriched	4	1259202	4	196373
YBR049C	YML082W	binding enriched	2	335602	13	102836
YBR049C	YCL063W	binding enriched	2	335602	3	17925
YLR176C	YIL162W	binding enriched	12	509014	9	38184
YIL101C	YDR382W	binding enriched	9	176278	4	1239658
YPL075W	YGR185C	+	16	413808	7	866928
YIL101C	YJL168C	binding enriched	9	176278	10	103327
YGR252W	YJL088W	binding enriched	7	997528	10	269307
YIL036W	YOR224C	+	9	286547	15	761045
YDR259C	YGR174W-A	binding enriched	4	975206	7	846698
YOL148C	YAR018C	+	15	46667	1	171049
YDR463W	YPL075W	binding enriched	4	1387595	16	413808
YBR049C	YKL063C	binding enriched	2	335602	11	321266
YOL004W	YOR374W	-	15	319243	15	1040619
YMR070W	YHR137W	+	13	409890	8	376479
YPR086W	YJL103C	binding enriched	16	710619	10	229953
YBR049C	YBL003C	binding enriched	2	335602	2	235593
YDL170W	YHR143W-A	binding enriched	4	157111	8	387339
YNL216W	YGL104C	binding enriched	14	242930	7	309443
YLR403W	YOR020C	?	12	926593	15	370684
YDR421W	YCR021C	+	4	1313466	3	156608
YCR084C	YHR020W	+	3	261381	8	145029
YKL112W	YNR044W	+	11	227667	14	704787
YCR084C	YML131W	-	3	261381	13	10746
YDR207C	YOR374W	binding enriched	4	866267	15	1040619
YPL075W	YKR094C	+	16	413808	11	618373
YPL075W	YBL011W	+	16	413808	2	204677
YDR259C	YFR021W	binding enriched	4	975206	6	195563
YBR049C	YAL031C	binding enriched	2	335602	1	85890
YMR037C	YKL037W	binding enriched	13	345460	11	369543
YCR084C	YER043C	+	3	261381	5	236444
YDR392W	YBR031W	binding enriched	4	1259202	2	300710
YDR259C	YKL095W	binding enriched	4	975206	11	262695
YNL216W	YFR047C	+	14	242930	6	244722
YDR259C	YMR208W	binding enriched	4	975206	13	685132
YLR403W	YKL089W	-	12	926593	11	274218
YDL005C	YDR236C	binding enriched	4	441661	4	935564
YML007W	YOR158W	binding enriched	13	254824	15	632642
YIL101C	YMR111C	binding enriched	9	176278	13	493098
YDR392W	YJL101C	binding enriched	4	1259202	10	235338
YER159C	YCR012W	binding enriched	5	491744	3	138371
YLR131C	YOL104C	-	12	405666	15	116925
YDL005C	YPL090C	binding enriched	4	441661	16	377843
YIL101C	YNL146C-A	binding enriched	9	176278	14	351483
YPR104C	YBR234C	binding enriched	16	735028	2	686015
YOR174W	YIL133C	binding enriched	15	659174	9	98971
YOR110W	YGL036W	binding enriched	15	529594	7	429965
YGL073W	YFL002W-B	+	7	370003	6	138862
YBR081C	YDR345C	binding enriched	2	403252	4	1163808
YML099C	YER069W	-	13	75719	5	296705
YMR021C	YNL054W-B	+	13	317791	14	522081
YLR403W	YGR221C	?	12	926593	7	938058
YLR176C	YFR043C	binding enriched	12	509014	6	239470
YDR207C	YER086W	binding enriched	4	866267	5	329342
YBR083W	YDR316W-B	+	2	409899	4	1098698
YLR451W	YLR415C	binding enriched	12	1037423	12	954428
YDR207C	YMR291W	binding enriched	4	866267	13	853510
YPR086W	YBR025C	binding enriched	16	710619	2	291273
YDL106C	YGR103W	binding enriched	4	271061	7	696325
YOR363C	YPR044C	-	15	1021717	16	654700
YGR116W	YER098W	binding enriched	7	722586	5	356598
YGR252W	YFR005C	binding enriched	7	997528	6	155200
YOR110W	YNL283C	binding enriched	15	529594	14	105939
YBR049C	YLL034C	-	2	335602	12	71889
YJL127C	YFL058W	-	10	183259	6	13440
YER040W	YGL210W	binding enriched	5	230891	7	94126
YJL127C	YBR285W	?	10	183259	2	774139
YIL101C	YOR049C	binding enriched	9	176278	15	423200
YGR252W	YHR199C	binding enriched	7	997528	8	497956
YGL071W	YLL026W	+	7	373048	12	89986
YDR259C	YIL009W	binding enriched	4	975206	9	340386
YPL075W	YEL065W	+	16	413808	5	28600
YLR403W	YIL148W	+	12	926593	9	69118
YIL131C	YKL192C	binding enriched	9	101508	11	80348
YEL009C	YCR014C	+	5	139340	3	140059
YDR123C	YDL160C	binding enriched	4	699011	4	171170
YOL004W	YLR041W	+	15	319243	12	229537
YLR403W	YOR133W	?	12	926593	15	576362
YIR018W	YBR179C	binding enriched	9	384977	2	587830
YOR110W	YDR370C	binding enriched	15	529594	4	1218446
YPL254W	YLR214W	+	16	70218	12	569597
YIL101C	YFL037W	binding enriched	9	176278	6	57022
YML007W	YDR387C	binding enriched	13	254824	4	1248987
YBL103C	YLR089C	-	2	22806	12	319126
YPR133C	YGL038C	binding enriched	16	796594	7	426083
YJL127C	YDR098C-B	-	10	183259	4	648492
YGR252W	YDR516C	binding enriched	7	997528	4	1475725
YDR123C	YNL252C	binding enriched	4	699011	14	171863
YNL216W	YOR161C	binding enriched	14	242930	15	637748
YIL101C	YBL055C	binding enriched	9	176278	2	116201
YKL112W	YBR266C	-	11	227667	2	740162
YJL127C	YLR227W-A	-	10	183259	12	594099
YNL330C	YAR015W	binding enriched	14	18651	1	169835
YOR344C	YKL006C-A	-	15	977631	11	430415
YDL005C	YMR244C-A	binding enriched	4	441661	13	758674
YLR403W	YLR209C	?	12	926593	12	561264
YHR206W	YBL039C	binding enriched	8	513666	2	144858
YGL073W	YIL009W	+	7	370003	9	340386
YLR403W	YGL236C	+	12	926593	7	54791
YGR252W	YBR211C	binding enriched	7	997528	2	646645
YPL075W	YMR123W	+	16	413808	13	513777
YIL101C	YJL034W	binding enriched	9	176278	10	382351
YIL036W	YBR246W	+	9	286547	2	712172
YDR253C	YDR040C	bound	4	964277	4	536829
YPL075W	YLR212C	+	16	413808	12	565570
YGR252W	YIL166C	binding enriched	7	997528	9	31752
YOR174W	YIL129C	binding enriched	15	659174	9	109672
YNL216W	YLR378C	+	14	242930	12	876457
YIL036W	YLR359W	+	9	286547	12	845006
YLR403W	YDR390C	?	12	926593	4	1255892
YNL068C	YPL265W	binding enriched	14	496995	16	41956
YDR207C	YMR306W	binding enriched	4	866267	13	883837
YMR042W	YIR035C	-	13	352869	9	421408
YLR403W	YCR019W	?	12	926593	3	153382
YOL148C	YBR072W	-	15	46667	2	382352
YGL071W	YMR062C	+	7	373048	13	395716
YOL004W	YNL096C	+	15	319243	14	443856
YDR463W	YKL061W	binding enriched	4	1387595	11	325941
YNL216W	YPL231W	+	14	242930	16	111483
YLR403W	YGR035C	-	12	926593	7	557247
YOL108C	YER134C	binding enriched	15	111658	5	437535
YDR259C	YML063W	binding enriched	4	975206	13	146865
YNL216W	YJL079C	binding enriched	14	242930	10	290324
YLR014C	YOR385W	+	12	173625	15	1065479
YJR127C	YNR018W	binding enriched	10	660988	14	664607
YPL254W	YNL302C	+	16	70218	14	62450
YDR423C	YLR367W	+	4	1318660	12	856879
YLR403W	YOR084W	+	12	926593	15	481168
YNL236W	YHR025W	+	14	208392	8	159974
YJL127C	YLR031W	?	10	183259	12	204505
YMR037C	YER053C	binding enriched	13	345460	5	259188
YHR058C	YIL157C	binding enriched	8	219440	9	47245
YIL131C	YDR328C	binding enriched	9	101508	4	1125726
YLR403W	YOR206W	?	12	926593	15	728578
YPL139C	tQ(UUG)B	+	16	290360	2	350862
YOR110W	YDR032C	binding enriched	15	529594	4	504397
YOR174W	YMR314W	binding enriched	15	659174	13	902061
YLR098C	YCL064C	+	12	338500	3	16339
YDR253C	YBR118W	bound	4	964277	2	478359
YGR252W	YIL134W	binding enriched	7	997528	9	97862
YGL073W	YBR169C	+	7	370003	2	574955
YIL101C	YLR071C	binding enriched	9	176278	12	277002
YGR116W	YLR438W	binding enriched	7	722586	12	1013138
YNL216W	YBR187W	+	14	242930	2	603055
YDR259C	YKR068C	binding enriched	4	975206	11	570618
YPR104C	YML119W	binding enriched	16	735028	13	31147
YNL330C	YER092W	binding enriched	14	18651	5	343043
YDL170W	YBR179C	binding enriched	4	157111	2	587830
YML007W	YNL206C	binding enriched	13	254824	14	257471
YDR392W	YJL115W	binding enriched	4	1259202	10	196706
YBR049C	YJL121C	+	2	335602	10	190732
YDR423C	YER029C	-	4	1318660	5	212882
YGL073W	YGL102C	+	7	370003	7	311719
YHL027W	YNL208W	-	8	52049	14	254717
YOR174W	YMR061W	binding enriched	15	659174	13	393771
YLR403W	YLR077W	?	12	926593	12	284747
YIR018W	YDL160C	binding enriched	9	384977	4	171170
YPR086W	YPL239W	binding enriched	16	710619	16	99785
YLR403W	YDL208W	?	12	926593	4	87747
YLR403W	YAL020C	?	12	926593	1	114114
YGL073W	YER072W	+	7	370003	5	303000
YHR058C	YIR017C	binding enriched	8	219440	9	383837
YHR206W	YLR414C	binding enriched	8	513666	12	953748
YDR169C	YJL219W	-	4	793118	10	20348
YPR086W	YLR090W	binding enriched	16	710619	12	321390
YLR071C	YLL026W	binding enriched	12	277002	12	89986
YOL148C	YGL014W	+	15	46667	7	467474
YNL330C	YIL121W	binding enriched	14	18651	9	133058
YBR112C	YPL015C	binding enriched	2	464320	16	526346
YDL005C	YBR167C	binding enriched	4	441661	2	571679
YJL127C	YHR214C-B	-	10	183259	8	546655
YDR207C	YHR157W	-	4	866267	8	413181
YKL015W	YDR309C	binding enriched	11	410013	4	1079623
YDR392W	YDR365W-B	+	4	1259202	4	1209631
YGR116W	YDR040C	binding enriched	7	722586	4	536829
YNL236W	YCL058C	-	14	208392	3	23752
YDR423C	YOL007C	+	4	1318660	15	311854
YLR403W	YDR348C	?	12	926593	4	1171075
YPL075W	YDR225W	+	16	413808	4	915729
YER161C	YML100W	-	5	499847	13	72272
YDL170W	YOL164W	binding enriched	4	157111	15	7145
YDR392W	YAR007C	binding enriched	4	1259202	1	157686
YDL005C	YNL026W	binding enriched	4	441661	14	582647
YBR049C	YNR032W	binding enriched	2	335602	14	686563
YDL170W	YHR053C	+	4	157111	8	212627
YJL127C	YDR256C	?	10	183259	4	968906
YOR032C	YML100W	+	15	390423	13	72272
YPR133C	YDL223C	binding enriched	16	796594	4	58835
YCR084C	YER067W	-	3	261381	5	292308
YJL127C	YBR033W	?	10	183259	2	303323
YOR110W	YHL025W	binding enriched	15	529594	8	55350
YJL127C	YIR043C	?	10	183259	9	437611
YLR403W	YLR185W	+	12	926593	12	522975
YNL103W	YOL064C	?	14	428744	15	206639
YBR112C	YNL078W	binding enriched	2	464320	14	480379
YDR463W	YBR196C	binding enriched	4	1387595	2	613068
YDR392W	YDL070W	+	4	1259202	4	331982
YIL131C	YPL031C	binding enriched	9	101508	16	492527
YDR259C	YDL209C	binding enriched	4	975206	4	86716
YMR037C	YPL032C	binding enriched	13	345460	16	490125
YKL109W	YGR017W	-	11	233059	7	524233
YDL005C	YGR161W-C	binding enriched	4	441661	7	810366
YNL103W	YPL223C	?	14	428744	16	128885
YPL254W	YLR264W	+	16	70218	12	673232
YIL101C	YKL096W-A	binding enriched	9	176278	11	259392
YHR084W	YLR438W	+	8	275207	12	1013138
YML007W	YBR245C	binding enriched	13	254824	2	709844
YGL073W	YBL111C	+	7	370003	2	3958
YMR042W	YKL097C	-	13	352869	11	258708
YBR049C	YGR009C	binding enriched	2	335602	7	510024
YOL148C	YJR029W	+	15	46667	10	480978
YIL036W	YHR089C	+	9	286547	8	282989
YNL236W	YKR042W	+	14	208392	11	520075
YDR207C	YGR250C	binding enriched	4	866267	7	992348
YDR392W	YJL078C	binding enriched	4	1259202	10	292658
YDR259C	YGR168C	binding enriched	4	975206	7	833917
YOL148C	YER001W	+	15	46667	5	154664
YHL027W	YOL014W	+	8	52049	15	299880
YNL027W	YLR162W	-	14	580598	12	489751
YGL073W	YOL052C-A	+/-	7	370003	15	231662
YMR037C	YOR273C	+	13	345460	15	835441
YNL068C	YKL060C	binding enriched	14	496995	11	326947
YGR252W	YIL145C	binding enriched	7	997528	9	76818
YDR259C	YDL195W	binding enriched	4	975206	4	109118
YLR176C	YDR364C	binding enriched	12	509014	4	1203526
YKL112W	YML107C	-	11	227667	13	55767
YLR071C	YNR050C	binding enriched	12	277002	14	714718
YBR049C	YDR457W	binding enriched	2	335602	4	1374693
YJL127C	YKL051W	?	10	183259	11	341842
YDR207C	YDR384C	binding enriched	4	866267	4	1241617
YDL005C	YPL239W	binding enriched	4	441661	16	99785
YPL075W	YLR167W	+	16	413808	12	499176
YNL103W	YCR048W	?	14	428744	3	212845
YNL216W	YAL069W	binding enriched	14	242930	1	492
YIL101C	YFL012W	binding enriched	9	176278	6	110870
YNL103W	YKL008C	?	14	428744	11	427923
YDR123C	YDR507C	binding enriched	4	699011	4	1464072
YBR049C	YOL120C	+	2	335602	15	93898
YJL127C	YAR015W	+	10	183259	1	169835
YGL073W	YBR054W	-	7	370003	2	343618
YOR174W	YPR183W	binding enriched	15	659174	16	901156
YLR176C	YKR061W	binding enriched	12	509014	11	558315
YDR253C	YLR236C	bound	4	964277	12	611955
YLR403W	YLL058W	?	12	926593	12	24432
YPR104C	YKL060C	binding enriched	16	735028	11	326947
YPR104C	YBR070C	binding enriched	16	735028	2	379577
YDR207C	YOR052C	binding enriched	4	866267	15	426998
YEL009C	YDR444W	-	5	139340	4	1351321
YPR104C	YNL003C	binding enriched	16	735028	14	625402
YIL101C	YBR240C	binding enriched	9	176278	2	701166
YOL004W	YGL032C	+	15	319243	7	436701
YBR049C	YOR163W	binding enriched	2	335602	15	643024
YBR112C	YOR273C	binding enriched	2	464320	15	835441
YOL145C	YGR119C	binding enriched	15	51171	7	728858
YPL075W	YBR265W	+	16	413808	2	739063
YIL131C	YMR017W	binding enriched	9	101508	13	308085
YGL073W	YGL103W	+	7	370003	7	311447
YOR110W	YML053C	binding enriched	15	529594	13	169435
YOR110W	YLR459W	binding enriched	15	529594	12	1057926
YDR423C	YPL198W	+	4	1318660	16	173927
YLR223C	YLR185W	bound	12	583861	12	522975
YPL075W	YLR058C	+	16	413808	12	258696
YEL009C	YLR126C	?	5	139340	12	395142
YML007W	YHR057C	binding enriched	13	254824	8	218534
YGR116W	YNL084C	binding enriched	7	722586	14	470577
YDL005C	YML127W	binding enriched	4	441661	13	17936
YLR451W	YBR273C	binding enriched	12	1037423	2	748716
YLR403W	YCL049C	?	12	926593	3	40255
YLR176C	YPL021W	binding enriched	12	509014	16	511382
YEL009C	YML027W	?	5	139340	13	221984
YIL131C	YBR159W	binding enriched	9	101508	2	559206
YNL330C	YHR105W	binding enriched	14	18651	8	325088
YDR259C	YGL232W	binding enriched	4	975206	7	62538
YJL056C	YGR243W	?	10	331752	7	977556
YDR259C	YPL250C	binding enriched	4	975206	16	74514
